sample	country	year	site	latitude	longitude	kelch13_C580Y	crt_N75E	crt_K76T	crt_I356T	mdr1_N86Y	mdr1_Y184F	dhfr_N51I	dhfr_C59R	dhfr_S108N	dhps_A437G	dhps_K540E	import_linked
NAM122	Namibia	2024	Zambezi	-17.618880070439747	24.003892697486997	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM123	Namibia	2024	Zambezi	-17.67762677074673	24.228396662385116	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM124	Namibia	2024	Zambezi	-17.33928299612428	24.644153966233198	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM125	Namibia	2024	KavangoWest	-18.676436303075405	19.678565493651984	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM126	Namibia	2024	KavangoEast	-18.208108787831506	21.59493941769264	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM127	Namibia	2024	KavangoWest	-18.426217330137543	19.233818834830494	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM128	Namibia	2024	KavangoEast	-17.814340601686304	21.378999857438252	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM129	Namibia	2024	KavangoWest	-18.50678004767471	19.386049517742062	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM130	Namibia	2024	KavangoEast	-18.13085665533751	21.585578088138984	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM131	Namibia	2024	Zambezi	-17.537848868187282	24.365732400456498	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM132	Namibia	2024	KavangoWest	-18.32761562921423	19.864132331105633	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM133	Namibia	2024	Zambezi	-17.568557230172875	24.004628436630853	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM134	Namibia	2024	KavangoEast	-17.786555516685603	21.433702365580547	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM135	Namibia	2024	Zambezi	-17.277081511084525	24.376675422636495	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM136	Namibia	2024	Zambezi	-17.52622750604067	24.36975517880926	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM137	Namibia	2024	Zambezi	-17.10979748797474	24.71539610581075	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM138	Namibia	2024	KavangoEast	-17.986123772973443	21.532038118663415	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM139	Namibia	2024	KavangoEast	-17.784751968506722	21.33086779344653	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM140	Namibia	2024	KavangoEast	-17.933385925476347	21.494827430409227	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM141	Namibia	2024	KavangoEast	-17.93721835770849	21.33332623881012	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM142	Namibia	2024	KavangoEast	-18.317913498661795	21.08540331280174	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM143	Namibia	2024	Zambezi	-17.72347682259792	24.208264943012136	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM144	Namibia	2024	KavangoEast	-18.058638317329752	21.887446232485903	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM145	Namibia	2024	KavangoWest	-18.17880132601854	19.407581776731675	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM146	Namibia	2024	KavangoEast	-17.93045830950981	21.418584352729933	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM147	Namibia	2024	KavangoWest	-18.45687276760802	19.637065129883077	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM148	Namibia	2024	KavangoWest	-18.27616577660492	19.5321483032232	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM149	Namibia	2024	KavangoEast	-17.787229693453128	21.27161235477152	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM150	Namibia	2024	Zambezi	-17.498732187527548	24.819534745319167	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM151	Namibia	2024	Zambezi	-17.455384051474944	24.586642901321234	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM152	Namibia	2024	Zambezi	-17.481695964365358	24.41615541906596	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM153	Namibia	2024	KavangoEast	-18.01135663887854	21.465918483767158	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM154	Namibia	2024	KavangoWest	-18.555896479345083	19.68606027179151	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM155	Namibia	2024	Zambezi	-17.670307437837153	24.433117047262687	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM156	Namibia	2024	Zambezi	-17.282942599110818	24.373306281447448	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM157	Namibia	2024	KavangoEast	-18.05724974671114	21.59079311586174	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM158	Namibia	2024	Zambezi	-17.561734611109284	24.48710942509303	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM159	Namibia	2024	KavangoWest	-18.766281216843023	19.532878526376273	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM160	Namibia	2024	KavangoEast	-18.398162399024798	21.20098783395456	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM161	Namibia	2024	Zambezi	-17.227227554037217	24.47903699639434	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM162	Namibia	2024	KavangoWest	-18.543896046656958	19.299499308791823	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM163	Namibia	2024	KavangoEast	-18.59290576756833	21.391300898413473	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM164	Namibia	2024	KavangoWest	-17.915916997550518	19.68697685429273	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM165	Namibia	2024	KavangoEast	-18.1119144572099	21.59301604190006	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM166	Namibia	2024	KavangoEast	-18.31219167059889	21.440535327460474	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM167	Namibia	2024	KavangoWest	-18.38010450539685	19.582779869635793	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM168	Namibia	2024	Zambezi	-17.341838775661984	24.36892904524721	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM169	Namibia	2024	KavangoEast	-17.8663347963784	21.362325543553847	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM170	Namibia	2024	KavangoWest	-18.22043691831789	19.9257873895248	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM171	Namibia	2024	KavangoEast	-18.194029903930282	21.32246086885709	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM172	Namibia	2024	KavangoWest	-18.132843132735953	19.56173120266099	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM173	Namibia	2024	Zambezi	-17.21923572158669	24.211492857621565	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM174	Namibia	2024	Zambezi	-17.20899088474586	24.32629716336109	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM175	Namibia	2024	KavangoEast	-17.94835423533546	21.81294360433398	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM176	Namibia	2024	KavangoEast	-18.072354095488834	21.31177558081501	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM177	Namibia	2024	KavangoEast	-18.08971284160567	21.590466790128627	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM178	Namibia	2024	KavangoWest	-18.713151814436102	19.727494180530226	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM179	Namibia	2024	KavangoWest	-18.507754263523548	19.829562532146713	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM180	Namibia	2024	KavangoEast	-18.478852060980095	21.342686844979166	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM181	Namibia	2024	KavangoEast	-18.33729363024682	21.33475410672721	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM182	Namibia	2024	KavangoWest	-18.35046681977821	19.56415467491005	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM183	Namibia	2024	KavangoWest	-18.4506755137896	19.56816302572399	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM184	Namibia	2024	KavangoWest	-18.35932235187601	19.39829279161138	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM185	Namibia	2024	KavangoEast	-17.85863007182019	21.632533194077098	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM186	Namibia	2024	Zambezi	-17.42299241246878	24.411306688550255	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM187	Namibia	2024	Zambezi	-17.44071639983827	24.707014660546214	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM188	Namibia	2024	Zambezi	-17.517418834210503	24.238583356333084	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM189	Namibia	2024	KavangoEast	-18.150705516071476	21.293547465884433	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM190	Namibia	2024	KavangoEast	-18.248894357520214	21.322240537353817	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM191	Namibia	2024	KavangoEast	-18.014136076330413	21.566859025699543	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM192	Namibia	2024	KavangoWest	-18.389771588289566	19.446892944514058	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM193	Namibia	2024	Zambezi	-17.319963087196008	24.44788253446019	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM194	Namibia	2024	KavangoWest	-18.431929661484403	19.46941677106706	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM195	Namibia	2024	KavangoEast	-17.89031441583404	21.53759471749722	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM196	Namibia	2024	KavangoWest	-18.689625451883007	19.58640394880312	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM197	Namibia	2024	KavangoEast	-17.947592837585123	21.32006104270245	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM198	Namibia	2024	KavangoEast	-17.962031321432512	21.209035502948442	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM199	Namibia	2024	Zambezi	-17.232762779997564	24.549589997011886	Y	E	T	T	Y	F	I	R	N	G	E	True
NAM200	Namibia	2024	KavangoEast	-18.050503466860594	21.572690867567815	Y	E	T	T	Y	F	I	R	N	G	E	True
ANG01	Angola	2024	Huambo	-13.261984393159974	15.508730467946934	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG02	Angola	2024	Huambo	-12.838755784030425	15.525573395714629	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG03	Angola	2024	Huambo	-12.637120703473867	16.1394593061496	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG04	Angola	2024	LuandaNorth	-9.13532294388586	13.132507319182961	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG05	Angola	2024	Huambo	-12.732910326338013	16.062223229699924	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG06	Angola	2024	LuandaNorth	-9.14447486250798	13.349807224461388	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG07	Angola	2024	LuandaNorth	-8.535740229837378	12.969648170364147	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG08	Angola	2024	LuandaNorth	-9.156213841369167	13.215278678707833	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG09	Angola	2024	LuandaNorth	-9.004117682571083	13.462520257550729	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG10	Angola	2024	Huambo	-12.731668056035831	15.385007588071575	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG11	Angola	2024	Huambo	-12.676917919419838	15.62449222252887	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG12	Angola	2024	Huambo	-12.525110556611752	15.614482492712616	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG13	Angola	2024	LuandaNorth	-9.027323056620448	13.408226322160907	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG14	Angola	2024	Huambo	-12.627414703532612	15.82961987278724	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG15	Angola	2024	LuandaNorth	-9.237119463476962	13.40760688798565	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG16	Angola	2024	Huambo	-12.986861610334879	15.787055222317653	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG17	Angola	2024	Huambo	-13.064746887079812	15.829264429508614	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG18	Angola	2024	LuandaNorth	-9.061319780861474	13.043473069947897	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG19	Angola	2024	LuandaNorth	-8.757235972703521	13.34832890433535	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG20	Angola	2024	LuandaNorth	-9.02279536027858	13.590235769804213	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG21	Angola	2024	Huambo	-12.868130484313948	15.746421534794187	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG22	Angola	2024	LuandaNorth	-8.84621731046428	13.176066813174279	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG23	Angola	2024	Huambo	-12.685772741320013	15.633309530567056	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG24	Angola	2024	LuandaNorth	-8.982327664443241	13.572528527960669	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG25	Angola	2024	Huambo	-12.988117210502486	15.257443933814102	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG26	Angola	2024	Huambo	-12.45781260099762	16.249865590521402	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG27	Angola	2024	Huambo	-12.861053853089865	15.352632391875963	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG28	Angola	2024	LuandaNorth	-8.962096795239189	13.242755410031867	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG29	Angola	2024	LuandaNorth	-8.937984768204451	13.077322391615631	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
ANG30	Angola	2024	Huambo	-12.664087771504704	15.844901475057217	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT01	Botswana	2024	Francistown	-21.468881123963865	27.64983934633898	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT02	Botswana	2024	Okavango	-19.08946300361082	23.534392066487413	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT03	Botswana	2024	Francistown	-21.237465032413702	27.481599357118498	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT04	Botswana	2024	Okavango	-19.376948646606287	23.153865678898555	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT05	Botswana	2024	Okavango	-19.46712185940454	23.421907210107438	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT06	Botswana	2024	Okavango	-19.13043499740879	23.46516545323901	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT07	Botswana	2024	Francistown	-20.836422477776097	27.2892518604436	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT08	Botswana	2024	Francistown	-21.052548166639443	27.57388005275825	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT09	Botswana	2024	Okavango	-19.673809449572957	23.53547922292739	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT10	Botswana	2024	Okavango	-19.25749623263368	23.43524165914268	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT11	Botswana	2024	Francistown	-21.508392529833955	27.506487434704514	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT12	Botswana	2024	Francistown	-21.350484618958504	27.441531812267225	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT13	Botswana	2024	Okavango	-19.516317553937025	23.158869556796898	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT14	Botswana	2024	Okavango	-19.823131667864136	23.596413367105104	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT15	Botswana	2024	Okavango	-19.604543739233936	22.987051131635887	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT16	Botswana	2024	Okavango	-19.343031192678374	23.55447395105485	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT17	Botswana	2024	Francistown	-21.3127749648073	27.246633957788355	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT18	Botswana	2024	Francistown	-21.002838420737135	27.579870124512087	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT19	Botswana	2024	Okavango	-19.023479543463186	23.584037719744988	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BOT20	Botswana	2024	Okavango	-19.422459371747596	23.466614413978288	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN01	Kenya	2023	Kisumu	0.0633551734401582	34.87501704024963	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN02	Kenya	2023	Kisumu	0.15034500171303902	34.645735416272544	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN03	Kenya	2023	Kisumu	-0.18708149458879247	34.654179365817605	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN04	Kenya	2023	Kisumu	0.05816034423579783	35.04967488805934	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN05	Kenya	2023	Nairobi	-1.3817680986298602	36.73504525444138	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN06	Kenya	2023	Kisumu	-0.03718455522604017	34.70084769999742	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN07	Kenya	2023	Nairobi	-1.099589269372022	36.36964454187619	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN08	Kenya	2023	Kisumu	-0.2653410093833789	34.593516733207714	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN09	Kenya	2023	Kisumu	-0.564071202477229	34.55727231112624	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN10	Kenya	2023	Nairobi	-1.4730312231691853	36.779779069096236	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN11	Kenya	2023	Kisumu	0.12259317833205272	34.70098786976186	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN12	Kenya	2023	Nairobi	-1.4961627440542309	36.8086090917573	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN13	Kenya	2023	Kisumu	0.10983472428826987	34.55480823677702	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN14	Kenya	2023	Nairobi	-1.4721149767842898	36.93170979185484	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN15	Kenya	2023	Kisumu	-0.14430722314616012	34.8794969381419	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN16	Kenya	2023	Kisumu	-0.10272935835905936	34.89033272961791	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN17	Kenya	2023	Kisumu	-0.3070156228081282	34.74758306984235	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN18	Kenya	2023	Kisumu	-0.14213800287263137	34.50682181517917	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN19	Kenya	2023	Nairobi	-1.6026955895737378	36.95714980705493	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
KEN20	Kenya	2023	Kisumu	-0.17019047644359564	34.54554394367054	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA01	Ghana	2023	Accra	5.580764212615334	0.035603771469860546	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA02	Ghana	2023	Kumasi	6.233852430925616	-1.9193277379806655	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA03	Ghana	2023	Kumasi	6.505422711620946	-1.3277642266559342	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA04	Ghana	2023	Accra	5.656517396583859	-0.03653655190775462	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA05	Ghana	2023	Accra	5.371967816174753	-0.41390717505410524	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA06	Ghana	2023	Accra	5.689562743344542	-0.1783451338129107	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA07	Ghana	2023	Accra	5.709747763772825	-0.22753419818569043	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA08	Ghana	2023	Kumasi	6.745628745290926	-1.5883761830189782	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA09	Ghana	2023	Kumasi	6.845553477816986	-1.458598343611106	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA10	Ghana	2023	Kumasi	6.366025601121646	-2.069453711068171	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA11	Ghana	2023	Accra	5.800349079530301	0.047545018652387305	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA12	Ghana	2023	Accra	5.395875396097332	-0.5619670813091258	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA13	Ghana	2023	Kumasi	6.709806964201441	-1.4338323547298941	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA14	Ghana	2023	Kumasi	7.049518904486863	-1.51674048557971	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA15	Ghana	2023	Accra	5.525656660682861	-0.36862612431697256	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA16	Ghana	2023	Accra	5.602290258334131	-0.24985294077705128	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA17	Ghana	2023	Accra	5.396986418854237	0.21975113017265735	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA18	Ghana	2023	Kumasi	7.047033680414427	-1.3927902632889144	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA19	Ghana	2023	Kumasi	6.505829920438175	-1.4489961351405443	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
GHA20	Ghana	2023	Kumasi	6.817925281899581	-1.5314908751591896	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR01	BurkinaFaso	2023	BoboDioulasso	11.429933053408755	-4.162925771427744	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR02	BurkinaFaso	2023	Ouagadougou	12.518002847260867	-1.392618743325558	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR03	BurkinaFaso	2023	BoboDioulasso	11.248158281600421	-4.6467222259428365	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR04	BurkinaFaso	2023	BoboDioulasso	11.196724215482112	-4.401238391769825	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR05	BurkinaFaso	2023	Ouagadougou	12.114031808471996	-1.1836366761398351	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR06	BurkinaFaso	2023	Ouagadougou	12.71579906817714	-1.2481558799408776	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR07	BurkinaFaso	2023	BoboDioulasso	11.231042683371175	-4.0198749758094685	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR08	BurkinaFaso	2023	Ouagadougou	12.372410636120364	-1.4794405446204442	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR09	BurkinaFaso	2023	BoboDioulasso	10.961305725907604	-4.210601739100232	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR10	BurkinaFaso	2023	BoboDioulasso	11.192077185684884	-4.550530423366893	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR11	BurkinaFaso	2023	BoboDioulasso	11.16976057763668	-4.305945912771362	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR12	BurkinaFaso	2023	BoboDioulasso	11.539512233328928	-4.111157334297318	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR13	BurkinaFaso	2023	Ouagadougou	12.372289087818292	-1.4702425380397834	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR14	BurkinaFaso	2023	Ouagadougou	12.37884247562084	-1.5605827969591095	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR15	BurkinaFaso	2023	Ouagadougou	12.153514560522343	-1.5502103755213859	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR16	BurkinaFaso	2023	Ouagadougou	12.220780348669496	-1.7700631077846294	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR17	BurkinaFaso	2023	Ouagadougou	12.472244362909507	-1.441747068013353	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR18	BurkinaFaso	2023	Ouagadougou	12.012658497726383	-1.5445369274990255	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR19	BurkinaFaso	2023	BoboDioulasso	11.379140277179985	-4.078155252220736	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
BUR20	BurkinaFaso	2023	BoboDioulasso	11.385167368577047	-4.282217358619708	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	WT	False
